שם הקובץ,נתיב הקובץ,תיקיית המקור,מספר שורות
גליוני השס על תענית.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/מועד/גליוני השס על תענית.txt,Dicta,154
גליוני השס על עירובין.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/מועד/גליוני השס על עירובין.txt,Dicta,387
גליוני השס על מגילה.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/מועד/גליוני השס על מגילה.txt,Dicta,179
גליוני השס על סוטה.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נשים/גליוני השס על סוטה.txt,Dicta,199
גליוני השס על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נשים/גליוני השס על גיטין.txt,Dicta,507
גליוני השס על יבמות.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נשים/גליוני השס על יבמות.txt,Dicta,796
גליוני השס על קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נשים/גליוני השס על קידושין.txt,Dicta,577
גליוני השס על נזיר.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נשים/גליוני השס על נזיר.txt,Dicta,126
גליוני השס על נדרים.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נשים/גליוני השס על נדרים.txt,Dicta,296
גליוני השס על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נשים/גליוני השס על כתובות.txt,Dicta,646
שפת אמת על שבת.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת/סדר מועד/שפת אמת על שבת.txt,Dicta,1848
שפת אמת על עירובין.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת/סדר מועד/שפת אמת על עירובין.txt,Dicta,566
שפת אמת על פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת/סדר מועד/שפת אמת על פסחים.txt,Dicta,917
שפת אמת על ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת/סדר זרעים/שפת אמת על ברכות.txt,Dicta,52
שפת אמת על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת/סדר קדשים/שפת אמת על זבחים.txt,Dicta,932
שפת אמת על מעילה.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת/סדר קדשים/שפת אמת על מעילה.txt,Dicta,110
שפת אמת על כריתות.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת/סדר קדשים/שפת אמת על כריתות.txt,Dicta,190
שפת אמת על תמורה.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת/סדר קדשים/שפת אמת על תמורה.txt,Dicta,244
שפת אמת על ערכין.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת/סדר קדשים/שפת אמת על ערכין.txt,Dicta,194
שפת אמת על מנחות.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת/סדר קדשים/שפת אמת על מנחות.txt,Dicta,1013
שפת אמת על בכורות.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת/סדר קדשים/שפת אמת על בכורות.txt,Dicta,177
ראש יוסף על ביצה.txt,אוצריא/תלמוד בבלי/אחרונים/ראש יוסף/ראש יוסף על ביצה.txt,Dicta,865
ראש יוסף על חולין.txt,אוצריא/תלמוד בבלי/אחרונים/ראש יוסף/ראש יוסף על חולין.txt,Dicta,2373
ראש יוסף על ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/ראש יוסף/ראש יוסף על ברכות.txt,Dicta,926
ראש יוסף על פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/ראש יוסף/ראש יוסף על פסחים.txt,Dicta,865
אמת ליעקב על סוכה.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על סוכה.txt,Dicta,7
אמת ליעקב על תענית.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על תענית.txt,Dicta,60
אמת ליעקב על נדה.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על נדה.txt,Dicta,4
אמת ליעקב על יבמות.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על יבמות.txt,Dicta,4
אמת ליעקב על ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על ברכות.txt,Dicta,126
אמת ליעקב על מכות.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על מכות.txt,Dicta,4
אמת ליעקב על סוטה.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על סוטה.txt,Dicta,9
אמת ליעקב על עבודה זרה.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על עבודה זרה.txt,Dicta,15
אמת ליעקב על פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על פסחים.txt,Dicta,15
אמת ליעקב על מגילה.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על מגילה.txt,Dicta,6
אמת ליעקב על קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על קידושין.txt,Dicta,6
אמת ליעקב על בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על בבא מציעא.txt,Dicta,11
אמת ליעקב על חולין.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על חולין.txt,Dicta,6
אמת ליעקב על מועד קטן.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על מועד קטן.txt,Dicta,16
אמת ליעקב על עירובין.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על עירובין.txt,Dicta,17
אמת ליעקב על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על זבחים.txt,Dicta,4
אמת ליעקב על שבועות.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על שבועות.txt,Dicta,4
אמת ליעקב על ראש השנה.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על ראש השנה.txt,Dicta,24
אמת ליעקב על סנהדרין.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על סנהדרין.txt,Dicta,16
אמת ליעקב על יומא.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על יומא.txt,Dicta,25
אמת ליעקב על בבא בתרא.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על בבא בתרא.txt,Dicta,70
אמת ליעקב על שבת.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על שבת.txt,Dicta,65
אמת ליעקב על בכורות.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על בכורות.txt,Dicta,10
אמת ליעקב על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על גיטין.txt,Dicta,7
אמת ליעקב על חגיגה.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על חגיגה.txt,Dicta,14
אמת ליעקב על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על כתובות.txt,Dicta,9
אמת ליעקב על בבא קמא.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על בבא קמא.txt,Dicta,12
אבן העוזר על ביצה.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על ביצה.txt,Dicta,75
אבן העוזר על שבועות.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על שבועות.txt,Dicta,5
אבן העוזר על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על גיטין.txt,Dicta,20
אבן העוזר על פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על פסחים.txt,Dicta,169
אבן העוזר על הוריות.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על הוריות.txt,Dicta,6
אבן העוזר על ראש השנה.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על ראש השנה.txt,Dicta,5
אבן העוזר על בבא קמא.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על בבא קמא.txt,Dicta,17
אבן העוזר על בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על בבא מציעא.txt,Dicta,36
אבן העוזר על סוכה.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על סוכה.txt,Dicta,11
אבן העוזר על שבת.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על שבת.txt,Dicta,159
אבן העוזר על ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על ברכות.txt,Dicta,59
אבן העוזר על קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על קידושין.txt,Dicta,20
אבן העוזר על זבים.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על זבים.txt,Dicta,6
אבן העוזר על בבא בתרא.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על בבא בתרא.txt,Dicta,23
אבן העוזר על עירובין.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על עירובין.txt,Dicta,206
אבן העוזר על מגילה.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על מגילה.txt,Dicta,6
אבן העוזר על עבודה זרה.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על עבודה זרה.txt,Dicta,4
נחלת דוד על בבא קמא.txt,אוצריא/תלמוד בבלי/אחרונים/נחלת דוד/נחלת דוד על בבא קמא.txt,Dicta,272
נחלת דוד על בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/נחלת דוד/נחלת דוד על בבא מציעא.txt,Dicta,325
נחלת דוד על בבא בתרא.txt,אוצריא/תלמוד בבלי/אחרונים/נחלת דוד/נחלת דוד על בבא בתרא.txt,Dicta,89
ראשון לציון על סוכה.txt,אוצריא/תלמוד בבלי/אחרונים/ראשון לציון/סדר מועד/ראשון לציון על סוכה.txt,Dicta,109
ראשון לציון על חגיגה.txt,אוצריא/תלמוד בבלי/אחרונים/ראשון לציון/סדר מועד/ראשון לציון על חגיגה.txt,Dicta,92
ראשון לציון על תענית.txt,אוצריא/תלמוד בבלי/אחרונים/ראשון לציון/סדר מועד/ראשון לציון על תענית.txt,Dicta,23
ראשון לציון על ביצה.txt,אוצריא/תלמוד בבלי/אחרונים/ראשון לציון/סדר מועד/ראשון לציון על ביצה.txt,Dicta,305
ראשון לציון על מועד קטן.txt,אוצריא/תלמוד בבלי/אחרונים/ראשון לציון/סדר מועד/ראשון לציון על מועד קטן.txt,Dicta,38
ראשון לציון על ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/ראשון לציון/סדר זרעים/ראשון לציון על ברכות.txt,Dicta,254
דברי דוד פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/דברי דוד/דברי דוד פסחים.txt,Dicta,53
דברי דוד מועד קטן.txt,אוצריא/תלמוד בבלי/אחרונים/דברי דוד/דברי דוד מועד קטן.txt,Dicta,62
דברי דוד ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/דברי דוד/דברי דוד ברכות.txt,Dicta,376
חידושי המהריט על שבת.txt,אוצריא/תלמוד בבלי/אחרונים/חידושי המהריט/חידושי המהריט על שבת.txt,Dicta,120
חידושי המהריט על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/חידושי המהריט/חידושי המהריט על כתובות.txt,Dicta,265
חידושי המהריט על קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/חידושי המהריט/חידושי המהריט על קידושין.txt,Dicta,732
תוספות רבינו יהודה החסיד על ברכות.txt,אוצריא/תלמוד בבלי/ראשונים/תוספות רבינו יהודה החסיד על ברכות.txt,Dicta,821
מהרם חלאווה על פסחים.txt,אוצריא/תלמוד בבלי/ראשונים/מהרם חלאווה על פסחים.txt,Dicta,806
חדושי הרי מיגאש על בבא מציעא.txt,אוצריא/תלמוד בבלי/ראשונים/רי מיגאש/חדושי הרי מיגאש על בבא מציעא.txt,Dicta,6
חידושי הרן (מיוחס לו) על שבת.txt,אוצריא/תלמוד בבלי/ראשונים/רן/סדר מועד/חידושי הרן (מיוחס לו) על שבת.txt,Dicta,2432
